ID,Dataset,Ground Truth
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"The last time there were as many murders was in January 2002, when there were 45."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,It also comes after there were more than 500 killings in the city in 2012.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"This weekend, a Chicago mother lost her fourth child to gun crime."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"Shirley Chambers had previously lost two sons and a daughter in shootings stretching back 18 years, but on Saturday her only surviving child, Ronnie Chambers, was shot in the head while sitting in a parked car in the west side of the city."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"While there are strict gun laws in the state and city, police are finding more weapons on the streets of Chicago than much larger cities."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"They seized 7,400 guns in crimes or unpermitted uses in Chicago last year, compared with 3,285 in New York City, the New York Times reported."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Authorities have confiscated 574 guns since the start of the year - 124 of them last week alone.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"Hadiya, a sophomore at King's, had attended the inauguration and performed at inaugural events with the school band and the Majorettes dance team, the Tribune reported."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Friends added that she was a volleyball player for the school and well-liked - and even had plans to go on a French-exchange program.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'She was working on some sort of exchange program, where she was going to go to school in Paris,' her godfather said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'She was a great student.' Hadiya had aspirations to become a pharmacist or a journalist and had interest in attending Northwestern University, relatives told the Tribune."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,'There were a lot of good opportunities that were coming her way.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"She was just taking them all,' Lakeisha Stewart, 37, Hadiya's godmother said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'She was the kid who you had to say, 'Slow down, you can’t do everything""."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,'I've known this little girl her . entire life.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,I can't think of a moment that this child did anything . wrong.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"She always strived to do the right thing.' Her cousin added: 'She's a huge reader, loves stories and ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"novels and was naturally smart, always on the honor roll."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"She was caught up in the violence of the city.' Fellow student Janai Bates, 17, said she didn't know of anyone who had any problems with either of the victims."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Scene: She was at this South Side park with friends when a man ran towards them and opened fire .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Location: The shooting took place just a mile from the Chicago home of President Obama .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'Lawrence and Hadiya aren’t the type of people to get in a conflict with . anybody,' she said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'Everybody loved them, they joked with everybody, ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,they give out that warmth.' Students wore red to school in remembrance and were pictured taking part in a prayer circle.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Police confirmed Hadiya had no arrest history and 'by all indications the female victim was an unintended target'.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"But their statement added: 'Preliminary information indicates that most of the members of the group were gang members.' Loss: Hadiya, pictured, died an hour later, while the other teenage victim remains in hospital ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"Popular: Friends said that the talented student was well-liked at school and 'gave out warmth' Roxane Hubbard, who has lived in the neighborhood for 19 years, told DNAinfo she has never heard of a shooting on her block."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'President Obama's house is like three blocks from here, so this is not typical,' she said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"Students . in the marching band from the school went to Washington, D.C., to take ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"part in the Presidential Inauguration Heritage Music Festival. When asked about Hadiya's death, ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,presidential spokexman Jay Carney called it a 'terrible tragedy' for .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,someone to be killed when they had 'so much of their life ahead of . them'.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Remembrance: Fellow students wore red and formed a prayer circle for Hadiya on Wednesday .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'The president and first lady's thoughts and prayers are with the family of Hadiya Pendleton,' he said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'All of our thoughts and prayers are with her family.' Curbing gun violence across the city has been a major priority for Chicago Mayor Rahm Emanuel, Obama's former chief of staff."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,He became emotional when he paid tribute to the murdered teenager.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'She is what is best in our city,' he . said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'A child going to school, who takes a final exam, who had just ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"been to the inaugural.'You look at her, you look at how she talked about . her future."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,She took her final exams. She had dreams. And this .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"gang-banger, this punk took that away from Cleopatra. They took it away . from Hadiya."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"And in my view, they took it away from the city of ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"Chicago.' Grief: A photograph on Twitter shows photos, notes and toys placed by the teenager's locker ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"He added: 'If anybody has any information, you are not a snitch."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,You’re a citizen.' The city's police superintendent .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Garry McCarthy also spoke out about violence in the city after returning from a meeting with the .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,president in Washington. He said he discussed the .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"'reasonableness' of gun laws as he met Obama, Vice President Joe Biden, ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,Attorney General Eric Holder and Department of Homeland Security . Secretary Janet Napolitano.
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,'There seems to be a consensus now .
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"among law enforcement, and as this consensus among Americans that the ."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,"reason ability of the gun laws has to be examined,' McCarthy said."
4fef579a6d7dde8bb9b45f4681a8d50f77f9f55e,CNN/Daily Mail,VIDEO: Chicago teen gunned down after taking part in inauguration .
30603679,XSum,"The barrel-bombs, crudely made drums of explosives, were dropped during Thursday and overnight, targeting al-Bab and Qabaseen near Aleppo.
Activists say the government has stepped up air raids in recent days.
Some 200,000 people have been killed since the uprising against President Bashar al-Assad erupted in 2011.
Another 3.2 million people have fled Syria and 7.6 million have been displaced inside the country.
Al-Bab, a city of about 100,000 people, has witnessed heavy government air strikes since September, when a US-led coalition started targeting IS in Iraq and Syria.
One Qabaseen resident, Yousef al-Saadi, told Reuters via Skype: ""People were going about scraping a living and there were no armed groups in the market, only poor people."
30603679,XSum,"Why is Assad killing us? May God bring vengeance on him.""
The UN and rights groups have repeatedly accused Syria of targeting civilian areas.
On Friday, the Combined Joint Task Force said that the US-led coalition had carried out another 31 air strikes on Islamic State targets in Iraq and Syria.
Sixteen of Friday's strikes were in Syria, with 13 of those targeting areas around Kobane on the Turkey border.
The 15 air strikes in Iraq were in seven different areas.
Barrel bombs are large cylindrical metal containers filled with explosive and shrapnel that are typically rolled out of the door of a helicopter.
The BBC's Defence Correspondent Jonathan Beale says that the bombs were initially dropped from a low altitude, which afforded a reasonable degree of accuracy.
However Syrian government helicopters have been forced to drop them from greater heights because rebel fighters have managed to acquire surface-to-air missiles."
30603679,XSum,"This makes the air raids less accurate.
Despite being rudimentary weapons, their destructive power is considerable.
They are only one part of the arsenal that Syria has employed against civilian areas and their use could well constitute a war crime, our correspondent adds."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The SAT college exam will undergo sweeping changes on what's tested, how it's scored and how students can prepare, College Board President and CEO David Coleman said Wednesday."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Standardized tests have become ""far too disconnected from the work of our high schools,"" Coleman said at an event in Austin, Texas."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"They're too stressful for students, too filled with mystery and ""tricks"" to raise scores and aren't necessarily creating more college-ready students, he said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The SAT to be released in spring 2016 is designed to change that, he said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The test will include three sections -- evidence-based reading and writing, math and an optional essay -- each retooled to stop students from simply filling a bubble on the test sheet."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""No longer will it be good enough to focus on tricks and trying to eliminate answer choices,"" Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""We are not interested in students just picking an answer, but justifying their answers."" The test will shift from its current score scale of 2400 back to 1600, with a separate score for the essay."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,No longer will test takers be penalized for choosing incorrect answers.
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"To prepare students for the test, the College Board will partner for the first time with Khan Academy to provide free test preparation materials, starting in spring 2015."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Afterward, income-eligible students will receive fee waivers to apply to four colleges for free."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,Why the test is changing .
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The last major changes to the SAT came in 2005, when it altered some question formats, added a written essay and changed its score scale from 1600 to 2400."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"For this change, Coleman cited the need to create more opportunities for students, rather than obstructing them with test questions that felt detached from their educations and the preparation colleges needed."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Coleman, who joined the College Board in 2012, has spoken critically of his organization's test and discussed how it could be improved."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""Admissions officers and counselors have said they find the data from admissions exams useful, but are concerned that these exams have become disconnected from the work of high school classrooms and surrounded by costly test preparation,"" Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"In recent years, another exam, the ACT, has gained popularity as several states adopted it as part of their standardized testing programs."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"And while the majority of four-year colleges require an exam score for admission, hundreds of schools have shifted to test-optional policies that allow students to decide what to submit -- or whether to share a test score at all."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Indeed, students' grades and the academic rigor of their courses weighs more heavily in college admissions decision than standardized test scores, class rank or professed interest in a particular school, according to the National Association for College Admission Counseling's 2013 ""State of College Admission"" report released in January."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The report was based on surveys sent to public and private high schools, postsecondary institutions and data from the College Board, the U.S."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,Department of Education and the U.S. Census Bureau.
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""I'd like to be optimistic and believe some of this is going to be good,"" said Steve Syverson, a member of the NACAC board and dean of admissions emeritus for Lawrence University in Appleton, Wisconsin -- a test-optional school."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""I just don't know how it will work out."" Syverson was part of NACAC's Commission on Standardized Testing that in 2008 urged standardized test makers to adhere more closely to school curricula, colleges to consider more about applicants than seductively simple test scores and society to stop rating schools based on standardized test scores."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Syverson was intrigued by the Khan Academy partnership, he said, and pleased with the direction Coleman seemed to be taking the test."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,He wonders whether fee waivers and others changes are meant to draw back students and schools that have turned away from the SAT or testing in general.
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Until he sees the passages students will be reading, the questions they're answering and the way colleges react, he has to remain skeptical."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""Some of this is just words."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"They had a lot of great language around the last change,"" in 2005, Syverson said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""The angst about the exams has just continued to grow."" How the test will change ."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Sections of the redesigned SAT might sound similar to the current test, but the changes are significant, Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The reading and writing sections will include questions that require students to cite evidence for their answer choices, and will include reading passages from a broader range of disciplines, including science, history, social studies and literature."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,Test takers will no longer be asked to complete sentences with obscure words they might have memorized from flash cards.
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Instead, students will have to consider the context of how words like ""synthesis"" and ""empirical"" are used."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"They're not ""SAT words"" as they've come to be known, Coleman said, but words students are likely to encounter again."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""We must do all we can to foster this daily work that prepares students,"" Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,The math section will no longer allow calculators to be used on every portion.
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"It will focus on data analysis and real world problem-solving, algebra and some more advanced math concepts -- areas that most prepare students for college and career, Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""It is not that helpful to tell students, 'To get ready, they should study all of math,'"" Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The essay, which the SAT added in 2005, will now be optional."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"SAT essays have faced criticism over the years from educators who said they focused too much on what test takers wrote, not whether their statements were true, or their arguments reasonable."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Coleman said the College Board would now take responsibility for ""unintended consequences"" of how the essay test was designed."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Essays will be scored separately from the rest of the test, and the prompt will remain basically the same in every test: It will ask students to consider a passage and write an essay that analyzes how the author made an argument, used evidence and styled ideas."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"The redesigned test will take about three hours, with an additional 50 minutes for the essay, and will be administered by print and computer; the current test is available on paper only."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,How students can prepare .
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Last year, when Coleman announced plans to redesign the SAT, he said it would launch in 2015."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Toward the end of 2013, he delayed the launch to 2016 in order to allow partners more time to prepare."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"That means more time for students, educators and guidance and admissions counselors to understand the changes -- and more time for the College Board's Khan Academy test prep program to gear up."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Partnering with the free, online resource is intended to make the SAT more transparent, and cut back on perceptions of inequality around expensive test preparation services, Coleman explained Wednesday."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""If there are no more secrets,"" Coleman said, ""it's very hard to pay for them."" Students' classrooms are meant to be the best preparation for the redesigned SAT."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,The College Board's Khan Academy tools will supplement that learning.
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""It's going to meet students where they are,"" said Salman Khan, the Khan Academy creator."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""We'll take you as far back as you need to go or as far forward as you need to go."" Khan emphasized that he is planning to challenge the existing test prep industry by offering high quality, easily accessible tools."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""This isn't just a 'Hey, since it's free, it's better than nothing,"" he said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"""Our intention in this partnership is this will be the best thing out there, and it happens to be free."" On April 16, the College Board will release more detailed specifications about the test and sample test questions."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"Some Khan Academy tools will be available to help students taking the SAT before the redesigned exam launches, Coleman said."
42902a3116626906f3aa1558e9cce108811d88a9,CNN/Daily Mail,"For students, Coleman said, ""we hope you breathe a sigh of relief that this exam will be focused, useful, open, clear, and aligned with the work you will do throughout high school."" What do you think of changes to the SAT? Share in the comments, on Twitter @CNNschools or on CNN Living's Facebook page."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Katniss Everdeen emerged victorious in ""The Hunger Games,"" and it was Snow White (rather than a charming prince) who defeated her evil stepmother in both film adaptations she starred in this year."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Even Bella Swan, the formerly weak and needy protagonist of the ""The Twilight Saga,"" was confident and fearless in the franchise's final installment."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"This year's influx of big screen heroines appears to be a leap toward equality, prompting praise from film critics such as A.O."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Scott of The New York Times. Off screen, however, things were a little more complicated."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"""Zero Dark Thirty"" actress Jessica Chastain has garnered praise for her turn as Maya, the CIA agent -- aka ""the girl"" -- who led the hunt for Osama bin Laden."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Meanwhile, Kathryn Bigelow's success as the film's director comes saddled with commentary that she, as Bret Easton Ellis pointed out via Twitter, is ""a very hot woman."" ""Kathryn Bigelow would be considered a mildly interesting filmmaker if she was a man,"" the author posted this month."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"He has since apologized for the tweet, noting Bigelow's ""The Hurt Locker"" ""felt like it was directed by a man."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Its testosterone level was palpable, whereas in Sofia Coppola's work you're aware of a much softer presence behind the camera."" In the world of animation, while ""Brave's"" heroine Merida trounced her suitors in an archery competition for her hand, Pixar replaced Brenda Chapman as the film's director."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"(Mark Andrews and Chapman now share the directing credit.) The ousted director opened up about her experience as a woman attempting to infiltrate the ""Hollywood Boy's Club"" with The New York Times in August, writing, ""This was a story that I created, which came from a very personal place, as a woman and a mother."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"To have it taken away and given to someone else, and a man at that, was truly distressing on so many levels."" Despite accounts of inequality, 2012 has been dubbed the year of the woman, and with good reason, given the many strong female characters and women breaking through in the entertainment industry as well as our culture at large."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,Not only will a record 20 women hold U.S.
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Senate seats next year, but women voters also greatly influenced the 2012 election, making an impact in swing states such as Ohio."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"As founder of reelgirl.com Margot Magowan says, Hollywood needs to catch up."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"The sheer increase of strong female characters isn't enough, Magowan said, noting that role models such as ""Wreck-It Ralph's"" Vanellope (voiced by Sarah Silverman) are often secondary characters."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"""It's important for the female to be the star of the movie,"" the mom of three girls said."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,""" 'Harry Potter' has Hermione, but her role is to help Harry on his quest. ..."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"You can be the first lady, but you can't be the president. ..."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"If you can't imagine it, you can't be it."" Hollywood overachievers Mindy Kaling and Lena Dunham have enjoyed success this year; both women created TV shows -- ""The Mindy Project"" and ""Girls,"" respectively -- in which they also star."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Embodying versions of the everywoman, their characters Mindy Lahiri and Hannah Horvath don't ignore their curves, a simple but subversive statement in image-conscious Hollywood."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Before ""Girls"" debuted on HBO in April, Dunham told CNN, ""I don't look like everybody that you usually see on television."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"I wanted to make sure to cast actresses who were beautiful, but beautiful the way that your sexiest friend is beautiful, not beautiful the way that someone who is on a CW show is beautiful."" Dunham is undeniably an up-and-coming 20-something powerhouse, but instead of her merits, public focus was placed on her body and the lack of racial diversity on her show."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"When she was criticized for alleged nepotism, she shot back, telling The B.S."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Report's Bill Simmons, ""I really did want to challenge all the people crying nepotism to actually tell me who either of my parents were, because it's the contemporary art world."" Outrage continued when reports surfaced in October that Dunham signed a book deal with Random House for $3.7 million."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Sure, that's a good chunk of change in exchange for tales of poetry camp and vegan dinner parties, but it's no more outrageous than the deals offered to her A-list counterparts."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Dunham also came under fire for the things her ""Girls"" character did between the sheets."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"Noting the sometimes disquieting -- but realistic -- sex scenes, columnist Frank Bruni wrote, ""You watch these scenes and other examples of the zeitgeist-y, early-20s heroines of 'Girls' engaging in, recoiling from, mulling and mourning sex, and you think: Gloria Steinem went to the barricades for this?"" And while Kristen Stewart starred as two different empowered heroines, in the real world, her ""indiscretion"" with ""Snow White and the Huntsman"" director Rupert Sanders had the public branding her with a scarlet ""A."" In some of the coverage, Sanders was portrayed as a victim in the scandal, while Stewart was called a ""trampire."" Back on the big screen, Stewart's Snow White character was berated for being too masculine by critics such as Debbie Schlussel."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"""I know it's a fairy tale, but since when was Snow White a she-man warrior?"" Schlussel wrote on her website in June."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"""Uh, sorry, but reality check: men are the strong ones and the ones in physical fighting who win and best women."" Around the same time, Sanders explained Stewart's tough Snow White character to USA Today, saying, ""I love to play against expectations."
1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"The two sides appeared locked in an impasse, with Indian Prime Minister Manmohan Singh saying Italy's actions were ""not acceptable"" and warning of ""consequences"" for the two countries' relations."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,I made a decision not to have Kristen do anything that she wouldn't realistically be able to do.
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,No Bruce Lee or 'Braveheart' moves. She is not on a killing rampage.
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"The men follow her into battle because of the spirit within her."" In 2006, while accepting an award from Equality Now (an organization promoting the human rights of women), Joss Whedon (""The Avengers,"" ""Buffy the Vampire Slayer"") said he's often asked why he creates such strong women characters."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"His response: ""Why aren't you asking 100 other guys why they don't write strong women characters?"" Now, more women are entering the conversation themselves such as Kristen Wiig and Annie Mumolo, who wrote last year's hit  ""Bridesmaids"" starring an all-female ensemble cast."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,Strong female characters are also becoming more prevalent.
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"There's The CW's new Robin Hood drama, ""Sherwood,"" which will have a female lead, according to The Hollywood Reporter, and Melissa McCarthy and Sandra Bullock's buddy comedy, ""The Heat,"" which is expected to hit theaters in April."
ba3b02b495163729e9622f832d2b4b65d4cc0076,CNN/Daily Mail,"In January, Tina Fey and Amy Poehler will co-host the 70th annual Golden Globes (the first time any woman -- let alone two -- will helm the event without a male co-host), proving that the so-called ""year"" of the woman shows no signs of slowing down."
29704020,XSum,"The number of inquiries questioning GCSE and A-level grades rose even more sharply, up by 48% to 450,500, according to exam watchdog Ofqual.
""Every such change has a big impact on the individuals affected,"" said education minister Nick Gibb.
""There is a growing lack of confidence in the exam system,"" said head teachers' leader Brian Lightman.
School leaders have voiced concerns about the quality of marking this summer - and the figures from Ofqual, for England, Wales and Northern Ireland, show a big increase in inquiries to the ""review of marking service"", up by 56% to almost 444,000.
There were warnings that mistakes in marking could mean that young people missed out on university places or being able to stay on to take A-levels.
Overall, about one in every 33 scripts marked this year resulted in an inquiry about marking or grades.
If schools and parents are not satisfied by the response to this inquiry, they can make a further appeal, and about one in five of these challenges resulted in a grade being changed.
This meant 45,500 grades have been corrected - up by 15% compared with the results of summer 2013."
29704020,XSum,"It represents a much bigger increase over the last few years - about 50% more grade changes than 2011.
""We're not surprised to hear that there has been a significant increase in requests for re-marks."
29704020,XSum,"Many schools have told us of a worrying number of results which simply did not reflect how well students should have done,"" said Mr Lightman, general secretary of the Association of School and College Leaders.
""Schools need to be able to trust the marks given to students."
29704020,XSum,"They need to know that examinations will be marked accurately, fairly and in a timely manner.""
Mr Lightman said it remained unclear whether the increase in appeals is due to a ""fundamental weaknesses in marking"".
But he warned that the ""lack of confidence in the exam system which has been exacerbated by frequent and ad hoc changes to qualifications"".
The overall proportion of exam grades being changed remains low, but has increased for both A-levels and GCSEs."
